Filename,Hindi Text
common_voice_hi_23833330.mp3,तुमने अपनी जीशेर्ट उल्टी पहनी है
common_voice_hi_23833331.mp3,वुस्ने प्रतियो गिता फिर्षे जिट्ली
common_voice_hi_23833332.mp3,बारत का विश्रुख्रु बनाएंगे निटिन गट्करी
common_voice_hi_23833333.mp3,विसी ने मेरी पटंकाट ली है
common_voice_hi_23833334.mp3,अम सब ताम को जानते हैं
common_voice_hi_23833600.mp3,अफ्रिका में का इशिर है
common_voice_hi_23833601.mp3,आजके यूँँ को नहीं मालुं पहले विष्वयुध की तारीक है
common_voice_hi_23833602.mp3,वूमबाई भार्टीर आज महराश्टर गी राज्टानी है
common_voice_hi_23833603.mp3,उस्टे मुजे वहा नीम समजाया
common_voice_hi_23833604.mp3,मेरे पापा आम तोर पर च़ब ज़े गर लोट कर आते हैं
common_voice_hi_23833605.mp3,शेंशेक्स और निप्टी बहरी गिराववट के साथ बन्दू
common_voice_hi_23833606.mp3,तूफान ने पुरे नगर को नाश्ट कर दिया
common_voice_hi_23833607.mp3,हम तो बस तोस्त हैं
common_voice_hi_23833608.mp3,अमारी मुटिं कभी कबार ही ताएम पर श्विरू होती है
common_voice_hi_23833609.mp3,वार्यर्स ने विक्तोर्या को रहा के दुसरी जीड़ज की
common_voice_hi_23833610.mp3,अम्बेट का यून्वाँस्टी शूरो करेगी अन्लें कोर्स
common_voice_hi_23833611.mp3,वेपक्ष का वार केज्रिवाल ज़ेसी नाटंकी पर उत्रे स्व्राज
common_voice_hi_23833612.mp3,वह वहां जाने से दरता था
common_voice_hi_23833613.mp3,वारनासी हिंषा कोंगरेस भिदायक आजे राए गिराफतार
common_voice_hi_23833614.mp3,मुज़ पता है कि तुम अभी भी मेरे लिया आसु बहते हो कभी कभी
common_voice_hi_23834324.mp3,चाईवाई कुछ लेंगे आप
common_voice_hi_23834325.mp3,वसका दिल साफे
common_voice_hi_23834326.mp3,महलाई दुन्या बडल देती हैं
common_voice_hi_23834327.mp3,ज्रत्तिः रेरेक संस्क्रोतिका एक सुन्दर भाग तहें
common_voice_hi_23834328.mp3,मुझे अंगरेजी और संगीत पसन है
common_voice_hi_23839863.mp3,तोमने तुमहे क्या बताया?
common_voice_hi_23839864.mp3,उन्हाँने तरवाजा खुला
common_voice_hi_23839865.mp3,"बीजेपी संसदिय दल की बेट्खाज, सांसदोगो दीजा सक्दियनस्यद"
common_voice_hi_23839866.mp3,प्रड़़ तेहांग़ प्रड़़ तेहांग़ तेहांग़
common_voice_hi_23839867.mp3,इस मेहीने दोग तेई हुई हैं
common_voice_hi_23839868.mp3,उने देखीं
common_voice_hi_23839869.mp3,अइुश्मान विक्किषो नेश्नल अवर्द नो मेक्कप लुक में त्रोल रोग.
common_voice_hi_23839870.mp3,कास मुजी तेरना आता।
common_voice_hi_23839871.mp3,वी मान्दूर गटना ने दोसो लोगो की चाने लेली
common_voice_hi_23839872.mp3,तुम पुर्त्गाल मेरेते हो या ब्राजी ही में
common_voice_hi_23844508.mp3,कहा गय हो?
common_voice_hi_23844509.mp3,चाहो तो गर जा सकते हो
common_voice_hi_23844510.mp3,नीचे क्यो तेक रही हो?
common_voice_hi_23844511.mp3,अन्नत नाग आतंकी हम्ले के बाद दिल्ली का जन्तर मन्तर राजनीतिक अखाडे में तबद्द्दील
common_voice_hi_23844512.mp3,सावदान दक्षन दिल्ली का पानी बना जबर
common_voice_hi_23844513.mp3,अख्शे कुमार ने पक्रा उल्तात रंगा प्रोल होने पर मांगी मापी
common_voice_hi_23844514.mp3,मुझे नहीं पता हमें कितनी देर अंतदार करना चाहीं
common_voice_hi_23844515.mp3,मैरी ने अपने स्टन दिकाएँ
common_voice_hi_23844516.mp3,तुमे गाडी चलाना आता है क्या?
common_voice_hi_23844517.mp3,मैं ना एतेनी याई हू ना युनानी
common_voice_hi_23844528.mp3,"पेट्रोल, दीजल, और ल्पीजी के कीमत विध्धी पर सीसी पी आग्टाग तली"
common_voice_hi_23844529.mp3,वे काम से शहर के बाहर गए हुए है
common_voice_hi_23844530.mp3,बारी बारश के सात बारद भी आई और उसने बहुत नुक्सान पूँचाया
common_voice_hi_23844531.mp3,देखो वह कितना तीज दोरता है
common_voice_hi_23844532.mp3,मुचे मत बताव
common_voice_hi_23844533.mp3,अड़े अगले हबते ड़ाईव पर लेजाओ कि क्या?
common_voice_hi_23844534.mp3,अब ब्राज के निशाने पर तक्सी और अटो चालंक
common_voice_hi_23844535.mp3,"बद्मिन्तन तूर्नमिन्त, कष्ष्व कुर्टर फाइनल में ज्वाला और आश्विनी हारे"
common_voice_hi_23844536.mp3,उसने अच्छा किया कि उस नोकरी को हा कर दिया
common_voice_hi_23844537.mp3,वह चाल चलन में असब भे है
common_voice_hi_23844538.mp3,अमर से हैं बोले मैं समाज वादी नहीं मुलायम वादी हूं
common_voice_hi_23844539.mp3,पूर्व केंद्री मंत्री श्विकान जेना पर हुई कारेवाई ही कुँगरस में पार्टी से निकाला
common_voice_hi_23844540.mp3,जबान में रहना बहुत महंगा है
common_voice_hi_23844541.mp3,आज मैं चार सालका हो गया हूँ
common_voice_hi_23844542.mp3,पीकर कदम कर दो
common_voice_hi_23847549.mp3,अस्ने तास्विर को देखा
common_voice_hi_23847550.mp3,क्या पहने वाली हो?
common_voice_hi_23847551.mp3,मैं अपने काम से तख चुका हूँ
common_voice_hi_23847552.mp3,अगर बादा सकती हो कि मसीन को कब बन करना है
common_voice_hi_23847553.mp3,वे सब के सब भूखे हैं
common_voice_hi_23847594.mp3,मैं तुम्हर ये ता लंबा हूं
common_voice_hi_23847595.mp3,अद्मि सत्तर प्रतीसथ पानि का बना हुए है
common_voice_hi_23847596.mp3,तोम काफे बच्सुरत है
common_voice_hi_23847597.mp3,चिल्ली कदार में फ़शे सब श्रमिक्यो को निकाला गया
common_voice_hi_23847598.mp3,मैं बपा साँवगा
common_voice_hi_23849284.mp3,ये टिकिट कारो बार में आईर सिटी सी को मिल सकती है चुनाती
common_voice_hi_23849285.mp3,मुजे जुट आजाईए
common_voice_hi_23849286.mp3,वग़ोया और और रोया
common_voice_hi_23849287.mp3,तब लोग मुज्पत हैं से
common_voice_hi_23849288.mp3,"वंड़े से बहतर टेस्ट क्रिकेटर हैं, कोली कोछ"
common_voice_hi_23849294.mp3,तीवी चालू की जीए
common_voice_hi_23849295.mp3,तींतलाग भील के बाद महिला रच्छन विधया एक पास होने के अजार
common_voice_hi_23849296.mp3,"गुडने की समस्या के कारन, तेश्ट कीर्केट से सन्यास पर विचार करे गुल"
common_voice_hi_23849297.mp3,आखिराद जन्वरी को ब्रीटिसोन नहीं हम्ला किया
common_voice_hi_23849298.mp3,मैंने रात बहर काम किया
common_voice_hi_23849299.mp3,आराँ से आवु
common_voice_hi_23849300.mp3,वा बिमारी की बजासे बहर नहीं जासका
common_voice_hi_23849301.mp3,ब्राजिल को प्रोटगालि में ब्राजिल काते है
common_voice_hi_23849302.mp3,दोक्तर ने उसे सिग्रेट ना पीने किसला दी
common_voice_hi_23849303.mp3,नाव को तर्टिये
common_voice_hi_23849304.mp3,अप्रासन पुचा है
common_voice_hi_23849305.mp3,अगर मैं मुर कुंतो तुम भी हो
common_voice_hi_23849306.mp3,राम्देव पर हम्ले के पीच्य ररसेस दिग विजाय
common_voice_hi_23849307.mp3,बादिए बादिए जो भी आना चाथा है आँ सकता है
common_voice_hi_23849308.mp3,गटम गंबिर बने किके यर के कब्तान
common_voice_hi_23849309.mp3,त्रेन ऱके से आखर उखी
common_voice_hi_23849310.mp3,तो तुम से नगद मंगता कोन आभाई
common_voice_hi_23849311.mp3,आपने तोम को कब बताया
common_voice_hi_23849312.mp3,मैंगर जी पर सकता हूँ
common_voice_hi_23849313.mp3,मरे पिताने अपने वस्सीयत में मुझे बहुत सारे पैसे चोडे थे
common_voice_hi_23849314.mp3,पूरी तर खटम नहीं वे वैस्विक मन्दी प्रनाव
common_voice_hi_23849315.mp3,तुम फिर से चालू हो गये
common_voice_hi_23849316.mp3,प्रदूसन भी है क्राँम बडने की बजा बड़ जाता है लोगो का वेवार
common_voice_hi_23849317.mp3,तोम कोन है जानते हो
common_voice_hi_23849318.mp3,को बे वासा रडिस में में पेडा उवाता
common_voice_hi_23849319.mp3,मैं तुम्हरे साथ जाना जाईई ता
common_voice_hi_23849320.mp3,तुमारी आखे काहे है?
common_voice_hi_23849321.mp3,वह तोड़े देर में वापासा रहा है
common_voice_hi_23849322.mp3,तोम की है
common_voice_hi_23849323.mp3,परो बद अच्छी नासीब वाला था
common_voice_hi_23849346.mp3,मैंने वर एक सोने के गडी
common_voice_hi_23849349.mp3,अड़ा सोई गर में
common_voice_hi_23849351.mp3,वह चाय बना रही है
common_voice_hi_23849353.mp3,तो मुझे पान्सो यहन उदार दे सकते हो क्या?
common_voice_hi_23849359.mp3,बड़े राथ ते
common_voice_hi_23849360.mp3,कुट सब भी वाईल लेए
common_voice_hi_23849361.mp3,तोम कलातमक नहीं है
common_voice_hi_23849362.mp3,मुझे याकी तोरी काना बोछनते है
common_voice_hi_23849363.mp3,मैंने तोम को पहचाना नहीं
common_voice_hi_23849376.mp3,इस पेर पर फल नहीं लकते है
common_voice_hi_23849377.mp3,रेलगाडी में चाबिष दबबे हैं
common_voice_hi_23849378.mp3,"गीराज मन्त्री बोले, जाम्या इंसक्क पीचे विदेसि तागतो का साथ"
common_voice_hi_23849379.mp3,"मेरे पास पयसा नहीं है, पर सपना है"
common_voice_hi_23849380.mp3,मेरे प्यारी से ननी से भिली एक हवते से गायब है
common_voice_hi_23852746.mp3,ताम को जा खवाई
common_voice_hi_23852747.mp3,शल्वार रब्दे का आखेरे दिन होता है
common_voice_hi_23852748.mp3,विन्दूं सर्खार का टेलर रिडिस निल नितिम का अंदाज दिया डंदार
common_voice_hi_23852749.mp3,मेरा शावक टिटाद खजान है
common_voice_hi_23852750.mp3,ताम अबे भी सकोल में है
common_voice_hi_23852751.mp3,मैं भी शल का हूँ
common_voice_hi_23852752.mp3,कितने सेब है
common_voice_hi_23852753.mp3,वे चाय बना रहे हैं
common_voice_hi_23852754.mp3,मैंत्री मैंगी किताब नहीं करिज सकता
common_voice_hi_23852755.mp3,पुली उसको बुलाना चाही आथा
common_voice_hi_23852756.mp3,"अज्राद दाहरी, सवचाले बर्वाने किलिए दोसार लडा दलिद परिवार"
common_voice_hi_23852757.mp3,यह राज वाले बात है
common_voice_hi_23852758.mp3,मेट्त मेख तोफा दुंगा
common_voice_hi_23852759.mp3,मुज्रेग के इतियास को बजाने की जद्डो जआद
common_voice_hi_23852760.mp3,इस चायको हरी चायक आते है
common_voice_hi_23852761.mp3,अमारी मुलकाद गलती से हो गई
common_voice_hi_23852762.mp3,बारा बजने वाले है
common_voice_hi_23852763.mp3,आप दिक्ता है आमिताग बच्चन के गर का मन्दिर
common_voice_hi_23852764.mp3,सिदार्त मेरे अच्छा दोस्त है और हमेंसा रहेगा आलीया
common_voice_hi_23852765.mp3,तोम मैरी से सादिक करना नहीं चाहता था
common_voice_hi_23852766.mp3,मैं मुस्वबत के से मैं मैं हमें सा उस पर भरोसा करती हूँ
common_voice_hi_23852767.mp3,उसका निसाना बवड़़च्छा है
common_voice_hi_23852768.mp3,वह बील को तरने ले गया
common_voice_hi_23852769.mp3,मैं आज गर साफ करने के बज़ाये सेर करने जाूंगी
common_voice_hi_23852770.mp3,बिहार में राहुल्लें लालू से बनाई दूरी
common_voice_hi_23852771.mp3,गर्फ मेरे बस की बात नहीं
common_voice_hi_23852772.mp3,आप भी जुद बोल रहे हो आना
common_voice_hi_23852773.mp3,तोम के पासे कच्छा सा केमरा है
common_voice_hi_23852774.mp3,मुझे बस गर ले चलो
common_voice_hi_23852775.mp3,इस बारिस में बार जाना एक दम सवाल के बार है
common_voice_hi_23852776.mp3,अब दोनो देक रहा हैं
common_voice_hi_23852777.mp3,मैं पिषले रविवार बहार नहीं निकला था
common_voice_hi_23852778.mp3,बच्छे पतंगुला रहे थे
common_voice_hi_23852779.mp3,उसे फ्रान्सिसी जर्मन्त से जाडा चिलकती है
common_voice_hi_23852780.mp3,अच्छा वाला दे दिजिये
common_voice_hi_23852791.mp3,तुमास भेजी हो क्या?
common_voice_hi_23852792.mp3,अग पुको का मेरती हैं और बाकि निगाता मेरते हैं
common_voice_hi_23852793.mp3,पतंके मानजे में फ़सी दो पच्छींगी दमका लिवागने की अरेस की हो
common_voice_hi_23852794.mp3,जा और तोम को बता
common_voice_hi_23852795.mp3,तुम्मबे जुड बोल रही हो है ना
common_voice_hi_23852811.mp3,अच्छा वाला देदो
common_voice_hi_23852812.mp3,वो बहागे वान ता
common_voice_hi_23852813.mp3,जार कहन्द गेंगरेप के बडना वाली को जिन्दा जलाया मुत
common_voice_hi_23852814.mp3,खागज काई विसकार चीन में किया गया था
common_voice_hi_23852815.mp3,चड़परो समपन दिली के कहातो पर प्फली कंदकी
common_voice_hi_23852883.mp3,तुम कब लोट करा होगे
common_voice_hi_23852884.mp3,"अमें सेनिको के ज़रूरात है, राचो सो की नहीं"
common_voice_hi_23852885.mp3,उस्टने मुच्से जल्ट्टे जल उत्टर देने के लिए का
